,zip_code,dba_name,ownership_name,city,street_address,location,location_start_date,location_end_date
142,0,Phil'z Coffee,Philz Coffee Inc,San Francisco,1258 Minnesota St,"{'type': 'Point', 'coordinates': [-122.389903, 37.754289]}",2015-02-01T00:00:00.000,0
143,94158,Phil'z Coffee,Philz Coffee Inc,San Francisco,201 Berry St,"{'type': 'Point', 'coordinates': [-122.391601, 37.777184]}",2007-04-01T00:00:00.000,0
144,94114,Phil'z Coffee,Philz Coffee Inc,San Francisco,549 Castro St,"{'type': 'Point', 'coordinates': [-122.434916, 37.760068]}",2015-04-23T00:00:00.000,0
145,94103,Phil'z Coffee,Philz Coffee Inc,San Francisco,1775 17th St,"{'type': 'Point', 'coordinates': [-122.401616, 37.764886]}",2015-04-23T00:00:00.000,0
146,94112,Phil'z Coffee,Philz Coffee Inc,San Francisco,1100 Ocean Ave,"{'type': 'Point', 'coordinates': [-122.45412, 37.72345]}",2016-05-31T00:00:00.000,2016-06-26T00:00:00.000
147,94112,Phil'z Coffee,Philz Coffee Inc,San Francisco,1110 Ocean Ave,0,2016-06-27T00:00:00.000,0
148,94105,Phil'z Coffee,Philz Coffee Inc,San Francisco,300 Folsom St,"{'type': 'Point', 'coordinates': [-122.392895, 37.788565]}",2007-04-01T00:00:00.000,0
149,94111,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,1 Ferry Bldg North Arcade 56,0,2015-11-20T00:00:00.000,0
150,94607,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,1 Ferry Bldg Mkt Place,0,2016-11-29T00:00:00.000,0
151,94103,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,705 Market St,0,2019-09-10T00:00:00.000,0
152,94111,Blue Bottle Coffee,Blue Bottle Coffee Llc,San Francisco,1 Ferry Bldg Plaza,0,2015-08-19T00:00:00.000,0
153,94103,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,703 Market St,0,2019-08-09T00:00:00.000,0
154,94111,Blue Bottle Ferry Building,Blue Bottle Ferry Building Llc,San Francisco,1 Ferry Bldg Mkt Place 7,0,2009-04-02T00:00:00.000,2016-12-28T00:00:00.000
155,94104,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,199 Sutter St,0,2019-08-06T00:00:00.000,0
156,94107,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,2 South Park St,"{'type': 'Point', 'coordinates': [-122.392981, 37.782359]}",2016-06-07T00:00:00.000,0
157,94103,Blue Bottle Coffee,Blue Bottle Coffee Llc,San Francisco,1355 Market St #100,"{'type': 'Point', 'coordinates': [-122.416681, 37.777203]}",2014-11-10T00:00:00.000,0
158,94111,Blue Bottle Coffee Llc,Blue Bottle Coffee Llc,San Francisco,1 Ferry Bldg Plaza,0,2011-01-01T00:00:00.000,0
159,94104,Blue Bottle Coffee,Blue Bottle Coffee Llc,San Francisco,115 Sansome St,"{'type': 'Point', 'coordinates': [-122.400816, 37.791458]}",2014-11-10T00:00:00.000,0
160,94103,Blue Bottle Coffee,Blue Bottle Coffee Llc,San Francisco,1 Mint Plz,0,2014-11-10T00:00:00.000,0
161,94102,Blue Bottle Coffee Llc,Blue Bottle Coffee Llc,San Francisco,315 Linden St,"{'type': 'Point', 'coordinates': [-122.423131, 37.776396]}",2008-08-18T00:00:00.000,0
162,94103,Blue Bottle Coffee Llc,Blue Bottle Coffee Llc,San Francisco,151 3rd St,"{'type': 'Point', 'coordinates': [-122.401139, 37.785539]}",2009-05-14T00:00:00.000,2013-06-02T00:00:00.000
163,94103,Blue Bottle Coffee Llc,Blue Bottle Coffee Llc,San Francisco,66 Mint St,"{'type': 'Point', 'coordinates': [-122.407489, 37.782437]}",2010-01-01T00:00:00.000,0
164,94110,Blue Bottle Coffee Llc,Blue Bottle Coffee Llc,San Francisco,550 Florida Street,"{'type': 'Point', 'coordinates': [-122.411189, 37.762488]}",2012-07-06T00:00:00.000,2016-10-17T00:00:00.000
165,94115,Blue Bottle Coffee,Blue Bottle Coffee Llc,San Francisco,2401 Jackson St,"{'type': 'Point', 'coordinates': [-122.434844, 37.792437]}",2015-10-21T00:00:00.000,2015-10-21T00:00:00.000
166,94113,Blue Bottle Coffee Inc,Blue Bottle Coffee Inc,San Francisco,909 Montgomery St Ste 105,0,2019-02-22T00:00:00.000,0
167,94109,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,628 California St,0,2017-01-06T00:00:00.000,0
168,94105,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,168 2nd Street St,0,2018-09-05T00:00:00.000,0
169,94115,Blue Bottle Coffee,Blue Bottle Coffee Inc,San Francisco,2453 Fillmore St,"{'type': 'Point', 'coordinates': [-122.434514, 37.792185]}",2016-04-26T00:00:00.000,0
170,94110,Sightglass Coffee,Sightglass Coffee Roasters Llc,San Francisco,3014 20th St,"{'type': 'Point', 'coordinates': [-122.410979, 37.759121]}",2016-01-01T00:00:00.000,0
171,94103,Sightglass Coffee Roasters Llc,Sightglass Coffee Roasters Llc,San Francisco,270 7th St,"{'type': 'Point', 'coordinates': [-122.408279, 37.777081]}",2009-10-01T00:00:00.000,0
172,94110,Sightglass Coffee,Sightglass Coffee 20th St Llc,San Francisco,3014 20th St,"{'type': 'Point', 'coordinates': [-122.410979, 37.759121]}",2014-02-01T00:00:00.000,2015-12-31T00:00:00.000
173,94103,Sightglass Coffee,Sightglass Coffee Roasters Llc,San Francisco,151 3rd St,"{'type': 'Point', 'coordinates': [-122.401139, 37.785539]}",2016-04-15T00:00:00.000,0
174,94117,Sightglass Coffee,Sightglass Coffee Roasters Llc,San Francisco,301 Divisadero St,0,2016-08-12T00:00:00.000,0
175,94110,Ritual Coffee Roasters,Ritual Coffee Roasters Inc,San Francisco,3141 17th St,0,2019-02-15T00:00:00.000,0
176,94114,Ritual Coffee Roasters,Ritual Coffee Roasters Inc,San Francisco,2299 Market St A,0,2017-05-08T00:00:00.000,0
177,94117,Ritual Coffee Roasters,Ritual Coffee Roasters Inc,San Francisco,1300 Haight St,"{'type': 'Point', 'coordinates': [-122.443956, 37.770378]}",2016-03-21T00:00:00.000,0
178,94114,Ritual Coffee,Ritual Coffee Roasters Inc,San Francisco,2299 Market St Unit A,0,2017-05-08T00:00:00.000,2017-06-09T00:00:00.000
179,94110,Ritual Coffee Roasters,Ritual Coffee Roasters Inc,San Francisco,1026 Valencia St,"{'type': 'Point', 'coordinates': [-122.421082, 37.756444]}",2008-01-01T00:00:00.000,0
180,94103,Ritual Coffee Roasters,Ritual Coffee Roasters Inc,San Francisco,1050 Howard St,"{'type': 'Point', 'coordinates': [-122.408401, 37.778752]}",2009-11-01T00:00:00.000,0
181,94124,Ritual Coffee Roasters,Ritual Coffee Roasters Inc,San Francisco,1634 Jerrold Ave,"{'type': 'Point', 'coordinates': [-122.390244, 37.739296]}",2009-01-01T00:00:00.000,0
182,94102,Ritual Coffee Roasters,Ritual Coffee Roasters Inc,San Francisco,432 Octavia St,"{'type': 'Point', 'coordinates': [-122.424298, 37.776343]}",2011-05-12T00:00:00.000,0
183,94103,Fourbarrel Coffee,Fourbarrel Coffee,San Francisco,375 Valencia St,"{'type': 'Point', 'coordinates': [-122.422088, 37.766975]}",2007-07-27T00:00:00.000,0
184,94134,Fourbarrel Coffee,Fourbarrel Coffee,San Francisco,2599 San Bruno Ave,"{'type': 'Point', 'coordinates': [-122.404136, 37.728906]}",2013-06-10T00:00:00.000,0
185,94111,Fourbarrel Coffee,Fourbarrel Coffee,San Francisco,1 Columbus Ave,"{'type': 'Point', 'coordinates': [-122.403589, 37.795745]}",2015-06-01T00:00:00.000,2016-06-01T00:00:00.000
186,94122,Fourbarrel Coffee,Fourbarrel Coffee,San Francisco,1226 9th Ave,"{'type': 'Point', 'coordinates': [-122.4664, 37.765337]}",2015-06-01T00:00:00.000,2018-04-01T00:00:00.000
187,94117,The Mill,Fourbarrel Coffee,San Francisco,736 Divisadero St,"{'type': 'Point', 'coordinates': [-122.438046, 37.776408]}",2012-12-19T00:00:00.000,0
188,94124,Trouble Coffee Company,Carrelli Jiulietta M,San Francisco,1730 Yosemite St,"{'type': 'Point', 'coordinates': [-122.394106, 37.728236]}",2012-11-17T00:00:00.000,2017-07-04T00:00:00.000
189,94122,Trouble Coffee Company,Carrelli Jiulietta M,San Francisco,4033 Judah St,"{'type': 'Point', 'coordinates': [-122.505198, 37.760462]}",2007-06-25T00:00:00.000,0
190,94105,Andytown Coffee Roasters,Andytown Llc,San Francisco,181 Fremont St,0,2018-10-31T00:00:00.000,0
191,94122,Andytown Coffee Roasters,Andytown Llc,San Francisco,3016 Taraval,0,2017-02-03T00:00:00.000,0
192,94116,Andytown Coffee Roasters,Andytown Llc,San Francisco,3629 Taraval,0,2017-02-03T00:00:00.000,0
193,94122,Andytown Coffee Roasters,Andytown Llc,San Francisco,3655 Lawton St,"{'type': 'Point', 'coordinates': [-122.502115, 37.756838]}",2013-06-14T00:00:00.000,0
194,94122,Snowbird Coffee,Brunmeda Llc,San Francisco,1352 9th Ave,"{'type': 'Point', 'coordinates': [-122.46624, 37.763074]}",2014-07-04T00:00:00.000,0
195,94117,Flywheel Coffee Roasters,Flywheel Coffee Inc,San Francisco,672 Stanyan St,0,2016-07-01T00:00:00.000,0
196,94117,Flywheel Coffee Roasters,Guerrero Aquiles,San Francisco,672 Stanyan St,"{'type': 'Point', 'coordinates': [-122.453639, 37.769652]}",2012-04-17T00:00:00.000,2016-06-30T00:00:00.000
197,94118,Fifty/fifty,18 Grams Llc,San Francisco,3157 Geary Blvd,"{'type': 'Point', 'coordinates': [-122.45273, 37.781718]}",2012-08-15T00:00:00.000,0
198,94123,Wrecking Ball Coffee Roasters,Wrecking Ball Coffee Roasters,San Francisco,2271 Union St,"{'type': 'Point', 'coordinates': [-122.436661, 37.796935]}",2014-09-05T00:00:00.000,0
199,94121,Wrecking Ball Coffee Roasters,Wrecking Ball Coffee Roasters,San Francisco,426 45th Ave,"{'type': 'Point', 'coordinates': [-122.506282, 37.780467]}",2013-06-24T00:00:00.000,2014-09-05T00:00:00.000
200,94103,Wrecking Ball Coffee Roasters,Wrecking Ball Coffee Roasters,San Francisco,1580 Folsom St,0,2018-09-01T00:00:00.000,0
201,94107,Wrecking Ball Coffee Roasters,Wrecking Ball Coffee Roasters,San Francisco,88 Colin P. Kelly Junior St,0,2018-09-01T00:00:00.000,0
202,94116,Lady Falcon Coffee Club,Java Beach Coffee Roasters Inc,San Francisco,3620 Wawona St,"{'type': 'Point', 'coordinates': [-122.505743, 37.736132]}",2015-10-22T00:00:00.000,0
203,94116,Lady Falcon Coffee Club,Java Beach Coffee Roasters Inc,San Francisco,3620 Wawona St,0,2015-05-14T00:00:00.000,0
204,94103,Saint Frank Coffee,St Frank Coffee Llc,San Francisco,1081 Mission St,0,2017-05-31T00:00:00.000,0
205,94109,Saint Frank Coffee,St Frank Coffee Llc,San Francisco,2340 Polk St,"{'type': 'Point', 'coordinates': [-122.422279, 37.798424]}",2013-04-22T00:00:00.000,0
206,94107,Linea Caffe,Linea Caffe Llc,San Francisco,1125 Mariposa St,0,2019-03-31T00:00:00.000,0
207,94110,Linea Caffe,Linea Caffe Llc,San Francisco,3417 18th St,"{'type': 'Point', 'coordinates': [-122.419756, 37.761807]}",2013-01-31T00:00:00.000,0
208,94107,Linea Caffe Llc,Linea Caffe Llc,San Francisco,1125 Mariposa St,0,2019-03-31T00:00:00.000,0
209,94104,Coffee Cultures Inc,Coffee Cultures Inc,San Francisco,225 Bush St Ste 120,"{'type': 'Point', 'coordinates': [-122.401213, 37.791131]}",2013-06-24T00:00:00.000,2018-11-01T00:00:00.000
210,94103,Coffee Cultures Soma,Coffee Cultures Soma,San Francisco,1301 Mission St,0,2016-03-16T00:00:00.000,0
211,94133,Beacon Coffee & Pantry,Curbside Pantry Llc,San Francisco,805 Columbus Ave,"{'type': 'Point', 'coordinates': [-122.413109, 37.802327]}",2012-10-01T00:00:00.000,0
212,94133,Beacon Coffee Shop,Independent Plumbing Co Inc,San Francisco,807 Columbus St,"{'type': 'Point', 'coordinates': [-122.413226, 37.802402]}",2014-09-10T00:00:00.000,2014-10-13T00:00:00.000
213,94103,Sextant Coffee Roaster,Ahmed Kinani A,San Francisco,1415 Folsom St,"{'type': 'Point', 'coordinates': [-122.413057, 37.772637]}",2014-04-23T00:00:00.000,2010-12-31T00:00:00.000
214,94103,Sextant Coffee Roasters,Sextant Coffee Roasters,San Francisco,1415 Folsom St,"{'type': 'Point', 'coordinates': [-122.413057, 37.772637]}",2015-01-01T00:00:00.000,0
215,94102,Equator Coffees,"Equator Coffees, Llc",San Francisco,986 Market St,0,2017-08-01T00:00:00.000,0
216,94105,Equator Coffees & Teas,Equator Coffees & Teas Inc,San Francisco,222 2nd St,"{'type': 'Point', 'coordinates': [-122.398031, 37.786598]}",2016-06-14T00:00:00.000,2017-07-31T00:00:00.000
217,94102,Equator Coffees & Teas,Equator Coffees & Teas Inc,San Francisco,986 Market St,"{'type': 'Point', 'coordinates': [-122.410037, 37.782443]}",2014-08-21T00:00:00.000,2017-07-31T00:00:00.000
218,94105,Equator Coffees,"Equator Coffees, Llc",San Francisco,222 2nd St,0,2017-08-01T00:00:00.000,0
219,94123,Equator Coffees,"Equator Coffees, Llc",San Francisco,2 Marina Blvd,0,2017-08-01T00:00:00.000,0
220,94133,Caffe Trieste,Caffe Trieste Inc,San Francisco,601 Vallejo St,"{'type': 'Point', 'coordinates': [-122.407342, 37.798756]}",1991-01-01T00:00:00.000,0
221,94133,Caffe Trieste Superb Coffees,Caffe Trieste Superb Coffe Inc,San Francisco,609 Vallejo St,"{'type': 'Point', 'coordinates': [-122.407506, 37.798737]}",1992-01-01T00:00:00.000,0
222,94103,Caffe Trieste,Sf Cafe Partners Llc,San Francisco,1667 Market St,"{'type': 'Point', 'coordinates': [-122.421267, 37.773445]}",2006-06-06T00:00:00.000,2018-06-30T00:00:00.000
223,94107,Caffe Trieste Superb Coffees,Caffe Trieste Superb Coffe Inc,San Francisco,1465 25th St,"{'type': 'Point', 'coordinates': [-122.393226, 37.75251]}",1993-03-18T00:00:00.000,0
224,94111,Chapel Hill Coffee Llc,Chapel Hill Coffee Llc,San Francisco,670 Commerical St Unit B,"{'type': 'Point', 'coordinates': [-122.40423, 37.794071]}",2014-11-01T00:00:00.000,0
225,94102,Mazarine Coffee,Mazarine Coffee Llc,San Francisco,720 Market St,"{'type': 'Point', 'coordinates': [-122.403885, 37.787325]}",2014-05-27T00:00:00.000,0
226,94105,La Capra Coffee,Hsm Coffee Llc,San Francisco,50 Fremont St 110,"{'type': 'Point', 'coordinates': [-122.3971, 37.790767]}",2014-09-08T00:00:00.000,0
227,94107,La Capra Coffee,Shm Coffee Llc,San Francisco,360 3rd St Ste 101,"{'type': 'Point', 'coordinates': [-122.398043, 37.783077]}",2015-04-27T00:00:00.000,0
228,94107,Provender,Potrero Provender Llc,San Francisco,1415 18th St,"{'type': 'Point', 'coordinates': [-122.39668, 37.762573]}",2015-02-26T00:00:00.000,2019-09-23T00:00:00.000
229,94107,Provender,Provender Llc,San Francisco,1415 18th St,0,2019-08-30T00:00:00.000,0
230,94107,Provender Coffee,Provender Llc,San Francisco,1415 18th St,0,2019-08-30T00:00:00.000,2019-09-03T00:00:00.000
231,94107,Farleys,Hillyard Roger W,San Francisco,1315 18th St,"{'type': 'Point', 'coordinates': [-122.395981, 37.762614]}",1989-02-14T00:00:00.000,2011-05-31T00:00:00.000
232,94107,Reveille Coffee Co,Ever88 Llc,San Francisco,937 Harrison St,0,2017-06-27T00:00:00.000,2019-08-02T00:00:00.000
233,94107,Reveille Coffee Truck,New England Dough Boys Inc,San Francisco,937 Harrison St,"{'type': 'Point', 'coordinates': [-122.402635, 37.778419]}",2010-04-15T00:00:00.000,2019-08-06T00:00:00.000
234,94111,Reveille Coffee,Mr Lucky 0168 Llc,San Francisco,768 Sansome St,0,2019-08-02T00:00:00.000,0
235,94107,Reveille Coffee,New England Dough Boys Inc,San Francisco,937 Harrison St,"{'type': 'Point', 'coordinates': [-122.402635, 37.778419]}",2010-04-15T00:00:00.000,2019-08-06T00:00:00.000
236,94133,Reveille Coffee Co,New England Dough Boys Inc,San Francisco,200 Columbus Ave,"{'type': 'Point', 'coordinates': [-122.406009, 37.797401]}",2012-08-24T00:00:00.000,2019-08-06T00:00:00.000
237,94114,Reveille Coffee Co,Mmnllc,San Francisco,4076 18th St,"{'type': 'Point', 'coordinates': [-122.434493, 37.76092]}",2013-12-11T00:00:00.000,0
238,94107,Reveille Coffee Roasters,Shy Girl Llc,San Francisco,610 Long Bridge St,0,2015-05-21T00:00:00.000,0
239,94133,Reveille Coffee,Mr Lucky 0168 Llc,San Francisco,200 Columbus Ave,0,2018-07-30T00:00:00.000,0
240,94133,Caffe Puccini,Lucchesi Graziano,San Francisco,411 Columbus Ave,"{'type': 'Point', 'coordinates': [-122.408031, 37.798757]}",1991-08-09T00:00:00.000,2017-10-10T00:00:00.000
241,98104,Board Of Directors,Starbucks Corporation,Seattle,700 5Th,0,2010-07-01T00:00:00.000,0
242,98134,Starbucks Coffee    9303,Starbucks Corporation,Seattle,1962 1St Ave S,0,2005-05-06T00:00:00.000,0
243,98134,Starbucks Coffee   100,Starbucks Corporation,Seattle,2401 Utah Ave S,0,1993-08-14T00:00:00.000,0
244,98104,Starbucks Coffee   10302,Starbucks Corporation,Seattle,701 5Th Ave # 4020,0,2006-09-12T00:00:00.000,0
245,98121,Starbucks Coffee   106,Starbucks Corporation,Seattle,2101 4Th Ave # 150,0,1990-01-01T00:00:00.000,0
246,98101,Starbucks Coffee   109 Kiosk,Starbucks Corporation,Seattle,1420 5Th Ave,0,1990-01-01T00:00:00.000,0
247,98101,Starbucks Coffee   10927,Starbucks Corporation,Seattle,1301 2Nd Ave #2Nd Fl,0,2006-06-23T00:00:00.000,0
248,98104,Starbucks Coffee   112,Starbucks Corporation,Seattle,1101 E Madison St,0,1994-03-26T00:00:00.000,0
249,98101,Starbucks Coffee   113,Starbucks Corporation,Seattle,1501 4Th Ave,0,1994-03-28T00:00:00.000,0
250,98101,Starbucks Coffee   114,Starbucks Corporation,Seattle,600 University St,0,1994-11-01T00:00:00.000,0
251,98101,Starbucks Coffee   115,Starbucks Corporation,Seattle,600 Stewart St,0,1994-10-29T00:00:00.000,0
252,98126,Starbucks Coffee   11668,Starbucks Corporation,Seattle,4408 Fauntleroy Way Sw,0,2006-11-06T00:00:00.000,0
253,98109,Starbucks Coffee   13915,Starbucks Corporation,Seattle,320 Westlake Ave N,0,2007-10-31T00:00:00.000,0
254,98134,Starbucks Coffee   14247,Starbucks Corporation,Seattle,4115 4Th Ave S,0,2008-06-27T00:00:00.000,0
255,98101,Starbucks Coffee   14870,Starbucks Corporation,Seattle,102 Pike St,0,2009-02-05T00:00:00.000,0
256,98101,Starbucks Coffee   2937,Starbucks Corporation,Seattle,1101 Alaskan Way,0,2004-04-15T00:00:00.000,0
257,98101,Starbucks Coffee   301,Starbucks Corporation,Seattle,1912 Pike Pl,0,1989-01-01T00:00:00.000,0
258,98105,Starbucks Coffee   302,Starbucks Corporation,Seattle,4634 26Th Ave Ne,0,1989-01-01T00:00:00.000,0
259,98102,Starbucks Coffee   304,Starbucks Corporation,Seattle,101  Broadway E #,0,1989-01-01T00:00:00.000,0
260,98119,Starbucks Coffee   314,Starbucks Corporation,Seattle,2135 Queen Anne Ave N,0,1989-04-29T00:00:00.000,0
261,98136,Starbucks Coffee   3202,Starbucks Corporation,Seattle,6501 California Ave Sw,0,1993-08-14T00:00:00.000,0
262,98109,Starbucks Coffee   3204,Starbucks Corporation,Seattle,305 Harrison St # 220,0,1995-09-16T00:00:00.000,0
263,98103,Starbucks Coffee   3211,Starbucks Corporation,Seattle,316 N 67Th St,0,1996-06-01T00:00:00.000,0
264,98121,Starbucks Coffee   3218,Starbucks Corporation,Seattle,2326 1St Ave,0,1999-07-16T00:00:00.000,0
265,98144,Starbucks Coffee   3231,Starbucks Corporation,Seattle,2300 S Jackson St #A,0,1997-07-26T00:00:00.000,0
266,98125,Starbucks Coffee   3237,Starbucks Corporation,Seattle,301 Ne Northgate Way # 450,0,1997-12-20T00:00:00.000,0
267,98115,Starbucks Coffee   3248,Starbucks Corporation,Seattle,6400 Roosevelt Way Ne,0,1999-12-10T00:00:00.000,0
268,98101,Starbucks Coffee   3261,Starbucks Corporation,Seattle,600 Pine St,0,1998-10-28T00:00:00.000,0
269,98101,Starbucks Coffee   3289,Starbucks Corporation,Seattle,1420 5Th Ave #226,0,1999-09-25T00:00:00.000,0
270,98107,Starbucks Coffee   3294,Starbucks Corporation,Seattle,4400 11Th Ave Nw,0,2000-01-04T00:00:00.000,0
271,98121,Starbucks Coffee   3296,Starbucks Corporation,Seattle,211 Lenora St,0,1999-12-01T00:00:00.000,0
272,98125,Starbucks Coffee   3297,Starbucks Corporation,Seattle,14359 15Th Ave Ne,0,2000-05-27T00:00:00.000,0
273,98133,Starbucks Coffee   3300,Starbucks Corporation,Seattle,13027 Aurora Ave N,0,2000-10-14T00:00:00.000,0
274,98144,Starbucks Coffee   3302,Starbucks Corporation,Seattle,2921 M L King Jr Way S,0,2000-04-01T00:00:00.000,0
275,98116,Starbucks Coffee   3306,Starbucks Corporation,Seattle,2742 Alki Ave Sw,0,1999-12-02T00:00:00.000,0
276,98104,Starbucks Coffee   3307,Starbucks Corporation,Seattle,505 5Th Ave S #120,0,2000-09-16T00:00:00.000,0
277,98122,Starbucks Coffee   3324,Starbucks Corporation,Seattle,800 12Th Ave,0,2000-07-29T00:00:00.000,0
278,98101,Starbucks Coffee   3343A,Starbucks Corporation,Seattle,400 Pine St St,0,2001-11-21T00:00:00.000,0
279,98117,Starbucks Coffee   3346,Starbucks Corporation,Seattle,9999 Holman Rd Nw,0,2001-02-17T00:00:00.000,0
280,98104,Starbucks Coffee   3347,Starbucks Corporation,Seattle,999 3Rd Ave,0,2001-01-01T00:00:00.000,0
281,98109,Starbucks Coffee   3355,Starbucks Corporation,Seattle,425 Queen Anne Ave N,0,2002-01-12T00:00:00.000,0
282,98103,Starbucks Coffee   336,Starbucks Corporation,Seattle,2110 N 45Th St,0,1991-10-18T00:00:00.000,0
283,98104,Starbucks Coffee   3362,Starbucks Corporation,Seattle,400 Occidental S,0,2001-10-19T00:00:00.000,0
284,98133,Starbucks Coffee   3363,Starbucks Corporation,Seattle,2143 N Northgate Way,0,2001-09-28T00:00:00.000,0
285,98106,Starbucks Coffee   3376,Starbucks Corporation,Seattle,9023 25Th Ave Sw,0,2002-04-18T00:00:00.000,0
286,98101,Starbucks Coffee   3379,Starbucks Corporation,Seattle,1700 7Th Ave,0,2003-11-26T00:00:00.000,0
287,98104,Starbucks Coffee   3391,Starbucks Corporation,Seattle,811 1St Ave S,0,2002-11-20T00:00:00.000,0
288,98108,Starbucks Coffee   3408,Starbucks Corporation,Seattle,601 S Michigan St,0,2003-05-22T00:00:00.000,0
289,98102,Starbucks Coffee   3448,Starbucks Corporation,Seattle,2352 Eastlake Ave E,0,2004-08-13T00:00:00.000,0
290,98125,Starbucks Coffee   358,Starbucks Corporation,Seattle,540 Ne Northgate Way,0,1992-12-15T00:00:00.000,0
291,98104,Starbucks Coffee   363,Starbucks Corporation,Seattle,102 1St Ave S,0,1993-05-01T00:00:00.000,0
292,98103,Starbucks Coffee   370,Starbucks Corporation,Seattle,3401 Fremont Ave N # B,0,1993-08-15T00:00:00.000,0
293,98115,Starbucks Coffee   389,Starbucks Corporation,Seattle,7100 E Green Lake Dr N,0,1993-08-14T00:00:00.000,0
294,98101,Starbucks Coffee   392,Starbucks Corporation,Seattle,1125 4Th Ave,0,1995-01-01T00:00:00.000,0
295,98105,Starbucks Coffee   7941,Starbucks Corporation,Seattle,4147 University Way Ne,0,2004-09-30T00:00:00.000,0
296,98105,Starbucks Coffee   8068,Starbucks Corporation,Seattle,4800 Sand Point Way Ne,0,2010-06-15T00:00:00.000,0
297,98125,Starbucks Coffee   8777,Starbucks Corporation,Seattle,14330 Lake City Way Ne,0,2005-08-05T00:00:00.000,0
298,98105,Starbucks Coffee   8890 Kiosk,Starbucks Corporation,Seattle,4800 Sand Point Way Ne,0,2010-06-15T00:00:00.000,0
299,98101,Starbucks Coffee   9408,Starbucks Corporation,Seattle,1423 3Rd Ave,0,2005-07-08T00:00:00.000,0
300,98119,Starbucks Coffee   9447,Starbucks Corporation,Seattle,1414 Elliott Ave W,0,2004-11-25T00:00:00.000,0
301,98104,Starbucks Coffee  101,Starbucks Corporation,Seattle,701 5Th Ave # 1 Fl,0,1989-01-01T00:00:00.000,0
302,98101,Starbucks Coffee  104,Starbucks Corporation,Seattle,1730 Minor Ave # Ste 150,0,1990-01-01T00:00:00.000,0
303,98101,Starbucks Coffee  109,Starbucks Corporation,Seattle,1420 5Th Ave,0,1990-02-07T00:00:00.000,0
304,98104,Starbucks Coffee  111,Starbucks Corporation,Seattle,700 5Th Ave,0,1989-01-01T00:00:00.000,0
305,98121,Starbucks Coffee  13011,Starbucks Corporation,Seattle,2001 8Th Ave,0,2012-02-12T00:00:00.000,0
306,98134,Starbucks Coffee  15253,Starbucks Corporation,Seattle,2401 Utah Ave S # 8Th Fl,0,2011-03-01T00:00:00.000,0
307,98101,Starbucks Coffee  15719,Starbucks Corporation,Seattle,1201 3Rd Ave # 2780,0,2012-06-29T00:00:00.000,0
308,98104,Starbucks Coffee  16741,Starbucks Corporation,Seattle,800 5Th Ave,0,2012-06-29T00:00:00.000,0
309,98105,Starbucks Coffee  18871,Starbucks Corporation,Seattle,4500 40Th Ave Ne,0,2013-04-23T00:00:00.000,0
310,98122,Starbucks Coffee  19468,Starbucks Corporation,Seattle,824 E Pike St,0,2013-05-31T00:00:00.000,0
311,98103,Starbucks Coffee  19475,Starbucks Corporation,Seattle,8301 Aurora Ave N,0,2014-05-09T00:00:00.000,0
312,98107,Starbucks Coffee  19991,Starbucks Corporation,Seattle,5221 15Th Ave Nw,0,2013-09-02T00:00:00.000,0
313,98109,Starbucks Coffee  2810,Starbucks Corporation,Seattle,1200 Westlake Ave N,0,2003-09-25T00:00:00.000,0
314,98115,Starbucks Coffee  2958,Starbucks Corporation,Seattle,7301 35Th Ave Ne,0,2005-07-15T00:00:00.000,0
315,98105,Starbucks Coffee  305,Starbucks Corporation,Seattle,4555 University Way Ne,0,1989-01-01T00:00:00.000,0
316,98122,Starbucks Coffee  3238,Starbucks Corporation,Seattle,121 Lakeside Ave,0,1998-04-25T00:00:00.000,0
317,98118,Starbucks Coffee  3277,Starbucks Corporation,Seattle,4824 Rainier Ave S,0,2011-01-24T00:00:00.000,0
