zip_code,dba_name,ownership_name,city,street_address,location,location_start_date,location_end_date
91345,Starbucks Coffee #5833,Starbucks Corporation,Mission Hills,15501 Devonshire Street,"{'latitude': '34.2573', 'longitude': '-118.4696'}",2001-02-03T00:00:00.000,
91364,Starbucks Coffee #18869,Starbucks Corporation,Woodland Hills,23355 Mulholland Drive,"{'latitude': '34.1576', 'longitude': '-118.6353'}",2013-04-04T00:00:00.000,
90013,Starbucks Coffee #24871,Starbucks Corporation,Los Angeles,401 W 5Th Street,"{'latitude': '34.0488', 'longitude': '-118.2517'}",2015-07-02T00:00:00.000,
90272,Starbucks Coffee #609,Starbucks Corporation,Pacific Palisades,15300 W Sunset Blvd,"{'latitude': '34.0474', 'longitude': '-118.5257'}",1994-10-15T00:00:00.000,
91343,,Starbucks Corporation,North Hills,9000 Sepulveda Blvd #8637,"{'latitude': '34.2335', 'longitude': '-118.4674'}",2005-06-03T00:00:00.000,
90027,Starbucks Coffee #55650,Starbucks Corporation,Los Angeles,4700 W Sunset Blvd,"{'latitude': '34.0978', 'longitude': '-118.2921'}",2018-09-27T00:00:00.000,
91604,Starbucks Coffee #573,Starbucks Corporation,Studio City,12170 Ventura Blvd,"{'latitude': '34.1433', 'longitude': '-118.3975'}",1994-07-01T00:00:00.000,
90001,Starbucks Coffee #21800,Starbucks Corporation,Los Angeles,5857 S Central Avenue,"{'latitude': '33.9882', 'longitude': '-118.2564'}",2014-03-14T00:00:00.000,
90064,Starbucks Coffee #546,Starbucks Corporation,Los Angeles,10911 W Pico Blvd,"{'latitude': '34.0394', 'longitude': '-118.4298'}",1993-03-27T00:00:00.000,
90004,Starbucks Coffee Co #507,Starbucks Corporation,Los Angeles,206 N Larchmont Blvd,"{'latitude': '34.0747', 'longitude': '-118.3236'}",1992-01-06T00:00:00.000,
90067,Starbucks Coffee 9233,Starbucks Corporation,Los Angeles,1999 Avenue Of The Stars Suite #100A,"{'latitude': '34.0586', 'longitude': '-118.416'}",1991-01-01T00:00:00.000,
90292,Starbucks Coffee 616,Starbucks Corporation,Marina Del Rey,4264 Lincoln Blvd,"{'latitude': '33.9857', 'longitude': '-118.4435'}",1994-10-29T00:00:00.000,
90025,Starbucks Coffee #5213,Starbucks Corporation,Los Angeles,12100 Santa Monica Blvd,"{'latitude': '34.0405', 'longitude': '-118.4633'}",1996-03-26T00:00:00.000,
90046,Starbucks Coffee #624,Starbucks Corporation,Los Angeles,7624 Melrose Avenue,"{'latitude': '34.0836', 'longitude': '-118.3558'}",1995-01-14T00:00:00.000,
91344,Starbucks Coffee #11895,Starbucks Corporation,Granada Hills,11850 Balboa Blvd Unit #B102,"{'latitude': '34.2854', 'longitude': '-118.502'}",2007-04-27T00:00:00.000,
90732,Starbucks Coffee #5694,Starbucks Corporation,San Pedro,2470 S Western Avenue,"{'latitude': '33.7231', 'longitude': '-118.3126'}",1999-07-24T00:00:00.000,
90045,Starbucks Coffee #14211,Starbucks Corporation,Los Angeles,8844 S Sepulveda Blvd,"{'latitude': '33.9565', 'longitude': '-118.3961'}",2008-02-29T00:00:00.000,
90012,Starbucks Coffee #15062,Starbucks Corporation,Los Angeles,800 N Alameda Street,"{'latitude': '34.0561', 'longitude': '-118.2374'}",2011-03-25T00:00:00.000,
90019,Starbucks Coffee #9506,Starbucks Corporation,Los Angeles,4700 W Pico Blvd,"{'latitude': '34.0485', 'longitude': '-118.3382'}",2010-11-01T00:00:00.000,
91423,Starbucks Coffee #5996,Starbucks Corporation,Sherman Oaks,13351 Riverside Drive #A,"{'latitude': '34.1576', 'longitude': '-118.4241'}",2001-09-01T00:00:00.000,
91436,Starbucks Coffee #643,Starbucks Corporation,Encino,16461 Ventura Blvd #A,"{'latitude': '34.1574', 'longitude': '-118.4914'}",1994-11-18T00:00:00.000,
90071,Starbucks Coffee #5289,Starbucks Corporation,Los Angeles,350 S Grand Avenue #B5,"{'latitude': '34.0523', 'longitude': '-118.2517'}",1996-07-08T00:00:00.000,
91324,Starbucks Coffee #20686,Starbucks Corporation,Northridge,9020 Reseda Blvd Unit #A,"{'latitude': '34.234', 'longitude': '-118.536'}",2014-09-30T00:00:00.000,
90045,Starbucks Coffee #5785,Starbucks Corporation,Los Angeles,6081 Center Drive #108,"{'latitude': '33.9781', 'longitude': '-118.393'}",2001-02-07T00:00:00.000,
91343,Starbucks Coffee #6782,Starbucks Corporation,North Hills,16222 Nordhoff Street,"{'latitude': '34.2356', 'longitude': '-118.4855'}",2003-01-01T00:00:00.000,
90015,Starbucks Coffee #13222,Starbucks Corporation,Los Angeles,800 W Olympic Blvd Unit #102,"{'latitude': '34.045', 'longitude': '-118.2639'}",2008-12-03T00:00:00.000,
90731,Starbucks Coffee #11868,Starbucks Corporation,San Pedro,438 S Gaffey Street,"{'latitude': '33.7402', 'longitude': '-118.2923'}",2007-10-10T00:00:00.000,
90028,Starbucks Coffee #5461,Starbucks Corporation,Los Angeles,6102 W Sunset Blvd #6102,"{'latitude': '34.098', 'longitude': '-118.3223'}",1997-11-22T00:00:00.000,
91405,Starbucks Coffee Company # 51180,Starbucks Corporation,Van Nuys,13641   Sherman Way,"{'latitude': '34.2017', 'longitude': '-118.4304'}",2017-11-02T00:00:00.000,
90036,Starbucks Coffee #9998,Starbucks Corporation,Los Angeles,5353 Wilshire Blvd,"{'latitude': '34.0623', 'longitude': '-118.3451'}",2006-04-21T00:00:00.000,
90024,Starbucks Coffee Co #536,Starbucks Corporation,Los Angeles,1161 Westwood Blvd,"{'latitude': '34.0589', 'longitude': '-118.444'}",1993-01-23T00:00:00.000,
91335,Starbucks Coffee #5959,Starbucks Corporation,Tarzana,19313 Victory Blvd #1,"{'latitude': '34.1865', 'longitude': '-118.5539'}",2002-02-02T00:00:00.000,
90010,Starbucks Coffee #22525,Starbucks Corporation,Los Angeles,3150 Wilshire Blvd,"{'latitude': '34.0617', 'longitude': '-118.2905'}",2014-05-05T00:00:00.000,
91607,Starbucks Coffee #20895,Starbucks Corporation,Valley Village,12106 Burbank Blvd,"{'latitude': '34.1721', 'longitude': '-118.3966'}",2015-03-15T00:00:00.000,
91406,Starbucks Coffee #9456,Starbucks Corporation,Van Nuys,17272 Saticoy Street,"{'latitude': '34.2084', 'longitude': '-118.5094'}",2005-08-05T00:00:00.000,
90018,Starbucks Coffee #9505,Starbucks Corporation,Los Angeles,4177 W Washington Blvd,"{'latitude': '34.0398', 'longitude': '-118.3303'}",2010-11-01T00:00:00.000,
91606,Starbucks Coffee#5839,Starbucks Corporation,N Hollywood,12848 Victory Blvd,"{'latitude': '34.1866', 'longitude': '-118.4127'}",2000-09-30T00:00:00.000,
90071,Starbucks Coffee #9227,Starbucks Corporation,Los Angeles,333 S Hope Street,"{'latitude': '34.053', 'longitude': '-118.2528'}",1989-11-29T00:00:00.000,
90066,Starbucks Coffee #22640,Starbucks Corporation,Los Angeles,12404 Venice Blvd,"{'latitude': '34.0035', 'longitude': '-118.4335'}",2014-09-23T00:00:00.000,
90028,Starbucks Coffee #16980,Starbucks Corporation,Los Angeles,6290 Hollywood Blvd,"{'latitude': '34.1016', 'longitude': '-118.3262'}",2012-08-23T00:00:00.000,
90071,Starbucks Coffee #5284,Starbucks Corporation,Los Angeles,505 S Flower Street Suite #B13,"{'latitude': '34.0515', 'longitude': '-118.256'}",1996-07-27T00:00:00.000,
91367,Starbucks Coffee #585,Starbucks Corporation,Woodland Hills,5422 Topanga Canyon Blvd,"{'latitude': '34.1691', 'longitude': '-118.6057'}",1994-05-22T00:00:00.000,
91403,Starbucks Coffee #5552,Starbucks Corporation,Sherman Oaks,15030 Ventura Blvd #1 A,"{'latitude': '34.1528', 'longitude': '-118.4604'}",1998-04-18T00:00:00.000,
90017,Starbucks Coffee #6688,Starbucks Corporation,Los Angeles,1601 Wilshire Blvd,"{'latitude': '34.0554', 'longitude': '-118.2702'}",2010-11-01T00:00:00.000,
90291,Starbucks Coffee Company # 54500,Starbucks Corporation,Venice,909   Ocean Front Walks,"{'latitude': '33.9904', 'longitude': '-118.4764'}",2018-08-16T00:00:00.000,
90014,Starbucks Coffee #17989,Starbucks Corporation,Los Angeles,206 W 6Th Street,"{'latitude': '34.046', 'longitude': '-118.251'}",2012-09-28T00:00:00.000,
91324,Starbucks Coffee 5208,Starbucks Corporation,Northridge,10235 Reseda Blvd,"{'latitude': '34.2563', 'longitude': '-118.536'}",1995-09-02T00:00:00.000,
90017,Starbucks Coffee #10586,Starbucks Corporation,Los Angeles,1090 Wilshire Blvd,"{'latitude': '34.0523', 'longitude': '-118.2632'}",2008-02-29T00:00:00.000,
90017,Starbucks Coffee # 6577,Starbucks Corporation,Los Angeles,735 S Figueroa Street #307,"{'latitude': '34.0488', 'longitude': '-118.2603'}",2002-01-26T00:00:00.000,
90710,Starbucks Coffee #5843,Starbucks Corporation,Harbor City,26650 Western Avenue #C,"{'latitude': '33.7799', 'longitude': '-118.3095'}",2000-09-30T00:00:00.000,
91364,Starbucks Coffee #10895,Starbucks Corporation,Woodland Hills,22435 Ventura Blvd #B,"{'latitude': '34.1684', 'longitude': '-118.6154'}",2006-09-08T00:00:00.000,
90014,Starbucks #11233,Starbucks Corporation,Los Angeles,523 W 6Th Street #R533S,"{'latitude': '34.0482', 'longitude': '-118.2543'}",2007-01-26T00:00:00.000,
91342,Starbucks Coffee # 25059,Starbucks Corporation,Sylmar,13651 Foothill Blvd,"{'latitude': '34.3077', 'longitude': '-118.4307'}",2015-08-20T00:00:00.000,
91607,Starbucks Coffee #6610,Starbucks Corporation,Valley Village,4800 Laurel Canyon Blvd,"{'latitude': '34.1576', 'longitude': '-118.3964'}",2002-03-09T00:00:00.000,
90024,Starbucks Coffee #5494,Starbucks Corporation,Los Angeles,10955 Weyburn Avenue,"{'latitude': '34.0623', 'longitude': '-118.4472'}",1999-07-24T00:00:00.000,
90064,Starbucks Coffee #5394,Starbucks Corporation,Los Angeles,11705 National Blvd,"{'latitude': '34.0226', 'longitude': '-118.4388'}",1997-06-30T00:00:00.000,
90028,Starbucks Coffee #5402,Starbucks Corporation,Los Angeles,7055 W Sunset Blvd,"{'latitude': '34.0979', 'longitude': '-118.343'}",1997-05-10T00:00:00.000,
90010,Starbucks Coffee #5911,Starbucks Corporation,Los Angeles,3680 Wilshire Blvd,"{'latitude': '34.0616', 'longitude': '-118.3059'}",2001-05-05T00:00:00.000,
90042,Starbucks Coffee #19848,Starbucks Corporation,Los Angeles,6240 York Blvd,"{'latitude': '34.115', 'longitude': '-118.1831'}",2014-04-10T00:00:00.000,
91423,Starbucks Coffee #18356,Starbucks Corporation,Sherman Oaks,14006 Riverside Drive #24C,"{'latitude': '34.1576', 'longitude': '-118.4381'}",2013-09-19T00:00:00.000,
91367,Starbucks Coffee #9384,Starbucks Corporation,Woodland Hills,5960 Canoga Avenue,"{'latitude': '34.1783', 'longitude': '-118.5973'}",2006-03-24T00:00:00.000,
90039,Starbucks Coffee #5683,Starbucks Corporation,Los Angeles,2556 Glendale Blvd,"{'latitude': '34.104', 'longitude': '-118.2591'}",1999-02-27T00:00:00.000,
91356,Starbucks Coffee #11779,Starbucks Corporation,Tarzana,19439 Ventura Blvd,"{'latitude': '34.1727', 'longitude': '-118.5564'}",2007-12-14T00:00:00.000,
91605,Starbucks Coffee #13365,Starbucks Corporation,North Hollywood,12520 Sherman Way,"{'latitude': '34.2012', 'longitude': '-118.406'}",2008-10-10T00:00:00.000,
90036,Starbucks Coffee #5277,Starbucks Corporation,Los Angeles,6333 W 3Rd Street #112,"{'latitude': '34.0713', 'longitude': '-118.36'}",1996-06-15T00:00:00.000,
90027,Starbuck Coffee #5794,Starbucks Corporation,Los Angeles,1700 N Vermont Avenue,"{'latitude': '34.1017', 'longitude': '-118.2917'}",2000-12-16T00:00:00.000,
91311,Starbucks Coffee #16710,Starbucks Corporation,Chatsworth,9157 De Soto Avenue,"{'latitude': '34.2372', 'longitude': '-118.5885'}",2012-04-06T00:00:00.000,
90017,Starbucks Coffee #24164,Starbucks Corporation,Los Angeles,700 W 7Th Street,"{'latitude': '34.0479', 'longitude': '-118.2578'}",2017-06-08T00:00:00.000,
90016,Starbucks Coffee #6593,Starbucks Corporation,Los Angeles,3730 Crenshaw Blvd,"{'latitude': '34.0191', 'longitude': '-118.335'}",2010-11-01T00:00:00.000,
91344,Starbucks Coffee #5207,Starbucks Corporation,Granada Hills,16850 Devonshire Street,"{'latitude': '34.2574', 'longitude': '-118.499'}",1995-09-16T00:00:00.000,
91324,Starbucks Coffee #5627,Starbucks Corporation,Northridge,19500 Plummer Street #F4,"{'latitude': '34.2427', 'longitude': '-118.5579'}",1998-11-14T00:00:00.000,
90023,Starbucks Coffee #22477,Starbucks Corporation,Los Angeles,2675 E Olympic Blvd,"{'latitude': '34.0245', 'longitude': '-118.2203'}",2014-06-05T00:00:00.000,
91303,Starbucks Coffee 639,Starbucks Corporation,Canoga Park,6600 Topanga Canyon Blvd #49F,"{'latitude': '34.1898', 'longitude': '-118.6058'}",1995-01-28T00:00:00.000,
90034,Starbucks Coffee #6451,Starbucks Corporation,Los Angeles,9824 National Blvd Suite #A,"{'latitude': '34.031', 'longitude': '-118.4014'}",2002-10-19T00:00:00.000,
90272,Starbucks Coffee #20770,Starbucks Corporation,Pacific Palisades,516 Palisades Drive,"{'latitude': '34.0455', 'longitude': '-118.5519'}",2013-12-13T00:00:00.000,
90710,Starbucks Coffee #20680,Starbucks Corporation,Harbor City,1680 Lomita Blvd,"{'latitude': '33.7978', 'longitude': '-118.3069'}",2013-09-12T00:00:00.000,
90012,Starbucks Coffee #19883,Starbucks Corporation,Los Angeles,639 N Broadway,"{'latitude': '34.0592', 'longitude': '-118.2398'}",2013-09-19T00:00:00.000,
91406,Starbucks Coffee #6961,Starbucks Corporation,Van Nuys,15355 Sherman Way,"{'latitude': '34.2012', 'longitude': '-118.4679'}",2010-11-01T00:00:00.000,
91356,Starbucks Coffee #9074,Starbucks Corporation,Tarzana,18700 Ventura Blvd Unit #120,"{'latitude': '34.1706', 'longitude': '-118.5407'}",2011-08-22T00:00:00.000,
90292,Starbucks Coffee #5275,Starbucks Corporation,Marina Del Rey,100 Washington Blvd,"{'latitude': '33.9797', 'longitude': '-118.4656'}",1996-06-29T00:00:00.000,
90045,Starbucks Coffee #5244,Starbucks Corporation,Los Angeles,8817 S Sepulveda Blvd,"{'latitude': '33.9571', 'longitude': '-118.3962'}",1996-03-09T00:00:00.000,
90028,Starbucks Coffee #6467,Starbucks Corporation,Hollywood,6801 Hollywood Blvd #D2256,"{'latitude': '34.1015', 'longitude': '-118.3401'}",2001-11-08T00:00:00.000,
91406,Starbucks Coffee #19305,Starbucks Corporation,Van Nuys,16926 Roscoe Blvd,"{'latitude': '34.2212', 'longitude': '-118.5014'}",2013-05-16T00:00:00.000,
90068,Starbucks Corporation #11991,Starbucks Corporation,Los Angeles,3242 Cahuenga Blvd E,"{'latitude': '34.1285', 'longitude': '-118.3462'}",2007-12-14T00:00:00.000,
90012,Starbucks Coffee #9230,Starbucks Corporation,Los Angeles,217 N Hill Street,"{'latitude': '34.0556', 'longitude': '-118.2454'}",1991-11-11T00:00:00.000,
91364,Starbucks Coffee #5487,Starbucks Corporation,Woodland Hills,20054 Ventura Blvd,"{'latitude': '34.1712', 'longitude': '-118.5702'}",1997-12-06T00:00:00.000,
91364,Starbucks Coffee #21086,Starbucks Corporation,Woodland Hills,20903 Ventura Blvd,"{'latitude': '34.1664', 'longitude': '-118.5883'}",2014-03-05T00:00:00.000,
91311,Starbucks Coffee #49449,Starbucks Corporation,Chatsworth,9857   Mason Avenue,"{'latitude': '34.2492', 'longitude': '-118.5799'}",2019-04-25T00:00:00.000,
90049,Starbucks Coffee #659,Starbucks Corporation,Los Angeles,11700 Barrington Court,"{'latitude': '34.0646', 'longitude': '-118.4694'}",1995-07-29T00:00:00.000,
90039,Starbucks Coffee #5793,Starbucks Corporation,Los Angeles,2919 Los Feliz Blvd #6,"{'latitude': '34.1259', 'longitude': '-118.2639'}",2003-01-04T00:00:00.000,
90071,Starbucks Coffee #5291,Starbucks Corporation,Los Angeles,444 S Flower Street #170,"{'latitude': '34.0522', 'longitude': '-118.2554'}",1996-07-15T00:00:00.000,
90033,Starbucks Coffee #51056,Starbucks Corporation,Los Angeles,1106   Cornwell Street,"{'latitude': '34.0557', 'longitude': '-118.2046'}",2017-08-31T00:00:00.000,
90065,Starbucks Coffee Company # 55230,Starbucks Corporation,Los Angeles,3241 N Figueroa Street,"{'latitude': '34.0865', 'longitude': '-118.2195'}",2018-08-23T00:00:00.000,
91604,Starbucks Coffee #5734,Starbucks Corporation,Studio City,10965 Ventura Blvd,"{'latitude': '34.1401', 'longitude': '-118.3694'}",2000-02-05T00:00:00.000,
91344,Starbucks Coffee #5643,Starbucks Corporation,Granada Hills,17901 Chatsworth Street,"{'latitude': '34.2649', 'longitude': '-118.5234'}",1999-02-06T00:00:00.000,
91040,Starbucks Coffee #6915,Starbucks Corporation,Sunland,8349 Foothill Blvd,"{'latitude': '34.2596', 'longitude': '-118.3149'}",2003-06-27T00:00:00.000,
90047,Starbucks Coffee #5995,Starbucks Corporation,Los Angeles,1850 W Slauson Avenue,"{'latitude': '33.9891', 'longitude': '-118.3117'}",2010-11-01T00:00:00.000,
91364,Starbucks Coffee # 11603,Starbucks Corporation,Woodland Hills,4900 Topanga Canyon Blvd,"{'latitude': '34.1569', 'longitude': '-118.6058'}",2008-09-26T00:00:00.000,
91324,Starbucks Coffee #6459,Starbucks Corporation,Northridge,9420 Reseda Blvd #1,"{'latitude': '34.2413', 'longitude': '-118.536'}",2001-09-15T00:00:00.000,
90015,Starbucks Coffee 6608,Starbucks Corporation,Los Angeles,300 E 9Th Street,"{'latitude': '34.04', 'longitude': '-118.2532'}",2002-04-13T00:00:00.000,
90071,Starbucks Coffee #5256,Starbucks Corporation,Los Angeles,445 S Figueroa Street #205,"{'latitude': '34.0529', 'longitude': '-118.2564'}",1996-04-20T00:00:00.000,
90027,Starbucks Coffee #5877,Starbucks Corporation,Los Angeles,5453 Hollywood Blvd #D,"{'latitude': '34.1017', 'longitude': '-118.3083'}",2002-06-26T00:00:00.000,
90028,Starbucks Coffee #15177,Starbucks Corporation,Los Angeles,6933 Hollywood Blvd Unit #A,"{'latitude': '34.1015', 'longitude': '-118.3414'}",2011-03-11T00:00:00.000,
90068,Starbucks Coffee #5620,Starbucks Corporation,Los Angeles,1900 N Highland Avenue,"{'latitude': '34.1051', 'longitude': '-118.3374'}",1999-04-17T00:00:00.000,
90036,Starbucks Coffee #5577,Starbucks Corporation,Los Angeles,6066 W Olympic Blvd,"{'latitude': '34.0581', 'longitude': '-118.3634'}",1998-07-18T00:00:00.000,
91602,Starbucks Coffee #9596,Starbucks Corporation,North Hollywood,11339 Camarillo Street,"{'latitude': '34.1576', 'longitude': '-118.3779'}",2007-03-16T00:00:00.000,
91401,Starbucks Coffee #6630,Starbucks Corporation,Van Nuys,14431 Burbank Blvd,"{'latitude': '34.1721', 'longitude': '-118.4474'}",2010-11-01T00:00:00.000,
91307,Starbucks Coffee #563,Starbucks Corporation,West Hills,6516 Platt Avenue,"{'latitude': '34.1884', 'longitude': '-118.6427'}",1993-10-23T00:00:00.000,
90012,Starbucks Coffee 6557,Starbucks Corporation,Los Angeles,401 E 2Nd Street #E,"{'latitude': '34.0477', 'longitude': '-118.2393'}",2001-11-08T00:00:00.000,
90010,Starbucks Coffee #17848,Starbucks Corporation,Los Angeles,3450 Wilshire Blvd,"{'latitude': '34.0617', 'longitude': '-118.2989'}",2012-09-28T00:00:00.000,
90028,Starbuck'S Coffee #5775,Starbucks Corporation,Hollywood,6743 Hollywood Blvd,"{'latitude': '34.1015', 'longitude': '-118.3374'}",2000-09-02T00:00:00.000,
91335,Starbucks Coffee #6745,Starbucks Corporation,Reseda,6840 Reseda Blvd,"{'latitude': '34.1945', 'longitude': '-118.536'}",2002-10-19T00:00:00.000,
90064,Starbucks Coffee #5565,Starbucks Corporation,Los Angeles,2215 Westwood Blvd,"{'latitude': '34.0435', 'longitude': '-118.4314'}",1998-06-27T00:00:00.000,
90013,Starbucks Coffee #9234,Starbucks Corporation,Los Angeles,555 W 5Th Street,"{'latitude': '34.0498', 'longitude': '-118.2533'}",1995-02-21T00:00:00.000,
90077,Starbucks Coffee #5549,Starbucks Coffee Company # 5549,Los Angeles,2950 N Beverly Glen Circle,"{'latitude': '34.1275', 'longitude': '-118.4445'}",1998-05-02T00:00:00.000,
91311,Starbucks 5318,Starbucks Corporation,Chatsworth,9935 Topanga Canyon Blvd,"{'latitude': '34.2505', 'longitude': '-118.6061'}",1996-11-16T00:00:00.000,
91316,Starbucks Coffee Co #544,Starbucks Corporation,Encino,17308 Ventura Blvd,"{'latitude': '34.1608', 'longitude': '-118.51'}",1993-04-13T00:00:00.000,
90501,Starbucks Coffee #5651,Starbucks Corporation,Torrance,1400 W 190Th Street #F,"{'latitude': '33.8583', 'longitude': '-118.3021'}",1999-07-17T00:00:00.000,
91324,Starbucks Corporation #17853,Starbucks Corporation,Northridge,9301 Tampa Avenue,"{'latitude': '34.2391', 'longitude': '-118.5535'}",2012-09-28T00:00:00.000,
90046,Starbucks Coffee #14629,Starbucks Corporation,Los Angeles,8000 W Sunset Blvd Unit #B-110,"{'latitude': '34.098', 'longitude': '-118.3644'}",2008-12-05T00:00:00.000,
90041,Starbucks Coffee 8617,Starbucks Corporation,Los Angeles,2216 Colorado Blvd,"{'latitude': '34.1392', 'longitude': '-118.2147'}",2004-10-26T00:00:00.000,
90028,Starbucks Coffee #5379,Starbucks Corp,Los Angeles,5545 W Sunset Blvd #106,"{'latitude': '34.098', 'longitude': '-118.311'}",1998-03-07T00:00:00.000,
91403,Starbucks Coffee #5815,Starbucks Corporation,Sherman Oaks,15301 Ventura Blvd,"{'latitude': '34.1537', 'longitude': '-118.4656'}",2000-01-27T00:00:00.000,
90016,Starbucks Coffee #14412,Starbucks Corporation,Los Angeles,3344 S La Cienega Blvd,"{'latitude': '34.0271', 'longitude': '-118.372'}",2008-10-07T00:00:00.000,
