zip_code,dba_name,ownership_name,city,street_address,location,location_start_date,location_end_date
90732,Starbucks Coffee 6431,Starbucks Corporation,San Pedro,28190 S Western Avenue,"{'latitude': '33.7637', 'longitude': '-118.3113'}",2002-01-12T00:00:00.000,
90035,Starbucks Coffee #5626,Starbucks Corporation,Los Angeles,8783 W Pico Blvd,"{'latitude': '34.0546', 'longitude': '-118.3833'}",1999-02-27T00:00:00.000,
90067,Starbucks Coffee #9232,Starbucks Corporation,Los Angeles,1875 Century Parks  E,"{'latitude': '34.0609', 'longitude': '-118.4141'}",1994-02-01T00:00:00.000,
90007,Starbucks Coffee #17413,Starbucks Corporation,Los Angeles,3584 S Figueroa Street Unit #3,"{'latitude': '34.0191', 'longitude': '-118.2817'}",2012-08-09T00:00:00.000,
90015,Starbucks Coffee #13397,Starbucks Corporation,Los Angeles,1149 S Hill Street    #H120,"{'latitude': '34.0391', 'longitude': '-118.2607'}",2007-06-01T00:00:00.000,
91367,Starbucks Coffee # 5485,Starbucks Corporation,Woodland Hills,21504 Victory Blvd,"{'latitude': '34.188', 'longitude': '-118.5997'}",1997-11-15T00:00:00.000,
90038,Starbucks Coffee #22601,Starbucks Corporation,Los Angeles,859 N Highland Avenue,"{'latitude': '34.0863', 'longitude': '-118.3385'}",2015-03-26T00:00:00.000,
91402,Starbucks Coffee #9683,Starbucks Corporation,Van Nuys,7902 Van Nuys Blvd Unit #B-2,"{'latitude': '34.2146', 'longitude': '-118.4487'}",2010-11-01T00:00:00.000,
90045,Starbucks Coffee Company # 25813,Starbucks Corporation,Los Angeles,8400 Lincoln Blvd,"{'latitude': '33.9612', 'longitude': '-118.4204'}",2015-09-15T00:00:00.000,
91405,Starbucks Coffee #23369,Starbucks Corporation,Van Nuys,6833 Van Nuys Blvd,"{'latitude': '34.1947', 'longitude': '-118.4488'}",2014-09-23T00:00:00.000,
90012,Starbucks Coffee #9973,Starbucks Corporation,Los Angeles,120 S Los Angeles Street Suite #110,"{'latitude': '34.0512', 'longitude': '-118.2425'}",2005-09-30T00:00:00.000,
90039,Starbucks Coffee Co #10940,Starbucks Corporation,Los Angeles,3111 Glendale Blvd Suite #A,"{'latitude': '34.1163', 'longitude': '-118.2627'}",2007-05-07T00:00:00.000,
90036,Starbucks Coffee #12900,Starbucks Corporation,Los Angeles,5757 Wilshire Blvd Unit #106,"{'latitude': '34.0625', 'longitude': '-118.3545'}",2010-12-10T00:00:00.000,
91307,Starbucks Coffee Company #20895,Starbucks Corporation,Canoga Park,22815 Victory Blvd #A,"{'latitude': '34.1864', 'longitude': '-118.6236'}",2000-04-08T00:00:00.000,
90049,Starbucks Coffee #508,Starbucks Corporation,Los Angeles,11707 San Vicente Blvd,"{'latitude': '34.0536', 'longitude': '-118.4661'}",1993-08-14T00:00:00.000,
90014,Starbucks Coffee #55102,Starbucks Corporation,Los Angeles,801 S Olive Street,"{'latitude': '34.0451', 'longitude': '-118.2574'}",2018-09-06T00:00:00.000,
91303,Starbucks Coffee #6473,Starbucks Corporation,Canoga Park,7258 Canoga Avenue,"{'latitude': '34.202', 'longitude': '-118.5977'}",2006-06-30T00:00:00.000,
91352,Starbucks Coffee Company # 27293,Starbucks Corporation,Sun Valley,8274   Sunland Blvd,"{'latitude': '34.221', 'longitude': '-118.3671'}",2017-08-24T00:00:00.000,
90064,Starbucks Coffee #5337,Starbucks Corporation,Los Angeles,11280 W Olympic Blvd,"{'latitude': '34.0384', 'longitude': '-118.4407'}",1997-04-17T00:00:00.000,
90049,Starbucks Coffee #659,Starbucks Corp,Los Angeles,11700 San Vicente Blvd,"{'latitude': '34.0535', 'longitude': '-118.4655'}",,
90034,Starbucks Coffee #5250,Starbucks Corporation,Los Angeles,8985 Venice Blvd #Cb 2,"{'latitude': '34.0282', 'longitude': '-118.3904'}",1997-06-19T00:00:00.000,
90018,Starbucks Coffee Company # 49792,Starbucks Corporation,Los Angeles,1789 W Jefferson Blvd,"{'latitude': '34.0258', 'longitude': '-118.3085'}",2017-07-20T00:00:00.000,
90034,Starbucks Coffee #26527,Starbucks Corporation,Los Angeles,3006 S Sepulveda Blvd,"{'latitude': '34.0272', 'longitude': '-118.4285'}",2015-09-24T00:00:00.000,
91403,Starbucks Coffee #548,Starbucks Corporation,Sherman Oaks,14622 Ventura Blvd #116,"{'latitude': '34.1514', 'longitude': '-118.4519'}",1993-06-05T00:00:00.000,
91311,Starbucks Coffee #5341,Starbucks Corporation,Chatsworth,20516 Devonshire Street # B,"{'latitude': '34.2572', 'longitude': '-118.5805'}",1997-04-02T00:00:00.000,
90036,Starbucks Coffee #5373,Starbucks Corporation,Los Angeles,7122 Beverly Blvd,"{'latitude': '34.0761', 'longitude': '-118.3447'}",1997-04-17T00:00:00.000,
90012,,Starbucks,Los Angeles,515 N Grand Avenue #528,"{'latitude': '34.0604', 'longitude': '-118.244'}",,
90036,Starbucks Coffee #5488,Starbucks Corporation,Los Angeles,5020 Wilshire Blvd,"{'latitude': '34.0621', 'longitude': '-118.3393'}",1998-01-30T00:00:00.000,
90064,Starbucks Coffee Co,Starbucks Coffee Company #5394,Los Angeles,11705 National Blvd,"{'latitude': '34.0226', 'longitude': '-118.4388'}",,
91423,Starbucks Coffee #5777,Starbucks Corporation,Van Nuys,13535 Ventura Blvd,"{'latitude': '34.1475', 'longitude': '-118.4283'}",2000-04-01T00:00:00.000,
90025,Starbucks Coffee #5567,Starbucks Corporation,Los Angeles,1898 Westwood Blvd,"{'latitude': '34.0481', 'longitude': '-118.4354'}",1998-05-08T00:00:00.000,
91316,Starbucks Coffee Company # 50834,Starbucks Corporation,Encino,18025   Ventura Blvd,"{'latitude': '34.1651', 'longitude': '-118.5253'}",2019-02-21T00:00:00.000,
90019,Starbucks Coffee #5698,Starbucks Corporation,Los Angeles,1250 S La Brea Avenue,"{'latitude': '34.0515', 'longitude': '-118.3439'}",2010-11-01T00:00:00.000,
90028,,Starbucks,Los Angeles,6801   Hollywood Blvd   #257,"{'latitude': '34.1026', 'longitude': '-118.3395'}",2018-01-01T00:00:00.000,
91324,Starbucks Coffee Company # 29497,Starbucks Corporation,Northridge,19301   Nordhoff Street,"{'latitude': '34.2358', 'longitude': '-118.554'}",2018-12-07T00:00:00.000,
91604,Starbucks Coffee #5447,Starbucks Corporation,N Hollywood,12824 Ventura Blvd,"{'latitude': '34.1448', 'longitude': '-118.4121'}",1997-09-11T00:00:00.000,
90027,Starbucks Coffee Company # 27874,Starbucks Corporation,Los Angeles,2138   Hillhurst Avenue,"{'latitude': '34.1111', 'longitude': '-118.2871'}",2017-08-17T00:00:00.000,
90230,Starbucks Coffee #8608,Starbucks Corporation,Los Angeles,12313 Jefferson Blvd,"{'latitude': '33.9815', 'longitude': '-118.4086'}",2007-09-01T00:00:00.000,
90038,Starbucks Coffee Company # 52258,Starbucks Corporation,Los Angeles,6260   Santa Monica Blvd,"{'latitude': '34.0906', 'longitude': '-118.3258'}",2019-03-01T00:00:00.000,
90007,Starbucks Coffee Company # 52257,Starbucks Corporation,Los Angeles,3026 S Figueroa Street,"{'latitude': '34.0242', 'longitude': '-118.2781'}",2018-07-12T00:00:00.000,
90007,Starbucks Coffee Company # 24005,Starbucks Corporation,Los Angeles,2735 S Figueroa Street,"{'latitude': '34.0269', 'longitude': '-118.2768'}",2015-03-12T00:00:00.000,
90066,Starbucks Coffee #57520,Starbucks Corporation,Los Angeles,3061   Sawtelle Blvd,"{'latitude': '34.0257', 'longitude': '-118.4314'}",2019-05-16T00:00:00.000,
90012,Starbucks #27702,Starbucks Corporation,Los Angeles,232 E 2Nd Street,"{'latitude': '34.0593', 'longitude': '-118.242'}",2016-06-03T00:00:00.000,
90015,Starbucks Coffee Company # 17331,Starbucks Corporation,Los Angeles,600 W 9Th Street,"{'latitude': '34.0451', 'longitude': '-118.2603'}",2012-06-15T00:00:00.000,
90731,Starbucks Coffee #28906,Starbucks Corporation,San Pedro,682 W 9Th Street,"{'latitude': '33.7363', 'longitude': '-118.2919'}",2017-05-25T00:00:00.000,
90066,Starbucks Coffee #22881,Starbucks Corporation,Los Angeles,12746 W Jefferson Blvd,"{'latitude': '33.9775', 'longitude': '-118.4174'}",2014-11-20T00:00:00.000,
90089,Starbucks Coffee Company # 25043,Starbucks Corporation,Los Angeles,3201 S Hoover Street   #1820,"{'latitude': '34.0204', 'longitude': '-118.2861'}",2017-08-10T00:00:00.000,
90021,Starbucks Coffee #26338,Starbucks Corporation,Los Angeles,1401 S Alameda Street,"{'latitude': '34.0253', 'longitude': '-118.2395'}",2016-05-14T00:00:00.000,
91345,Starbucks Coffee Company # 29863,Starbucks Corporation,Mission Hills,11109   Sepulveda Blvd,"{'latitude': '34.2724', 'longitude': '-118.468'}",2017-04-12T00:00:00.000,
90057,Starbucks # 29377,Starbucks Corporation,Los Angeles,534 S Occidental Blvd,"{'latitude': '34.0638', 'longitude': '-118.2842'}",2016-06-03T00:00:00.000,
90035,Starbucks Coffee Company # 28051,Starbucks Corporation,Los Angeles,1742 S La Cienega Blvd,"{'latitude': '34.046', 'longitude': '-118.3761'}",2016-06-03T00:00:00.000,
91403,Starbucks Coffee #27261,Starbucks Corporation,Sherman Oaks,4550   Van Nuys Blvd   #K,"{'latitude': '34.1547', 'longitude': '-118.448'}",2017-01-18T00:00:00.000,
90015,Starbucks Coffee #48339,Starbucks Corporation,Los Angeles,1249 S Grand Avenue,"{'latitude': '0.0', 'longitude': '0.0'}",2017-03-01T00:00:00.000,
91601,Starbucks Coffee # 22417,Starbucks Corporation,North Hollywood,4853   Lankershim Blvd,"{'latitude': '34.1589', 'longitude': '-118.3715'}",2016-04-14T00:00:00.000,
91606,Starbucks Coffee Company # 26769,Starbucks Corporation,North Hollywood,6060   Lankershim Blvd,"{'latitude': '34.1814', 'longitude': '-118.3839'}",2017-05-25T00:00:00.000,
90029,Starbucks Coffee Company # 24933,Starbucks Corporation,Los Angeles,1277 N Western Avenue,"{'latitude': '34.0946', 'longitude': '-118.3095'}",2017-01-12T00:00:00.000,
90027,Starbucks Coffee #24851,Starbucks Corporation,Los Angeles,2720   Griffith Park Blvd,"{'latitude': '34.1074', 'longitude': '-118.2727'}",2016-09-30T00:00:00.000,
90017,Starbucks Coffee Company # 49792,Starbucks Corporation,Los Angeles,1102 W 6Th Street,"{'latitude': '34.0538', 'longitude': '-118.2628'}",2017-07-20T00:00:00.000,
91306,Starbucks Coffee #49978,Starbucks Corporation,Winnetka,20056   Sherman Way,"{'latitude': '34.2007', 'longitude': '-118.5705'}",2017-06-29T00:00:00.000,
90501,Starbucks Coffee Company # 26770,Starbucks Corporation,Los Angeles,21776 S Western Avenue,"{'latitude': '0.0', 'longitude': '0.0'}",2017-01-12T00:00:00.000,
90015,Starbucks Coffee #47433,Starbucks Corporation,Los Angeles,400 W Olympic Blvd,"{'latitude': '34.0422', 'longitude': '-118.2596'}",2017-03-12T00:00:00.000,
90026,Starbucks Coffee #53657,Starbucks Corporation,Los Angeles,2110 W Sunset Blvd,"{'latitude': '34.0772', 'longitude': '-118.2641'}",2017-10-12T00:00:00.000,
90232,Starbucks Coffee #50325,Starbucks Corporation,Culver City,10601   Washington Blvd,"{'latitude': '34.0174', 'longitude': '-118.4052'}",2018-09-13T00:00:00.000,
90067,Starbuck Coffee #9228,Starbucks Corporation,Los Angeles,2049 Century Parks  E Unit #Rol16,"{'latitude': '34.0591', 'longitude': '-118.4126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1991-01-01T00:00:00.000,
90024,Starbucks Coffee # 11603,Starbucks Corporation,Los Angeles,1500   Westwood Blvd,"{'latitude': '34.054', 'longitude': '-118.4402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-09-26T00:00:00.000,
90004,Starbucks Coffee #58623,Starbucks Corporation,Los Angeles,181 S Vermont Avenue,"{'latitude': '34.0706', 'longitude': '-118.2921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-09-19T00:00:00.000,
90028,Starbucks #24163,Starbucks Corporation,Los Angeles,5929 W Sunset Blvd,"{'latitude': '34.0984', 'longitude': '-118.319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-09-27T00:00:00.000,
90041,Starbucks Coffee #13286,Starbucks Corporation,Los Angeles,4430 York Blvd,"{'latitude': '34.1239', 'longitude': '-118.2198'}",2008-08-01T00:00:00.000,
90020,Starbucks Coffee Company # 54501,Starbucks Corporation,Los Angeles,3465 W 6Th Street   Unit #30/40,"{'latitude': '34.064', 'longitude': '-118.2973'}",2018-08-30T00:00:00.000,
90048,Starbucks Coffee #59684,Starbucks Corporation,Los Angeles,8500   Beverly Blvd   #701,"{'latitude': '34.076', 'longitude': '-118.3766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-11-14T00:00:00.000,
90710,Starbucks Coffee #28816,Starbucks Corporation,Harbor City,1630   Sepulveda Blvd,"{'latitude': '33.8164', 'longitude': '-118.3081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-09-26T00:00:00.000,
90028,Starbucks Coffee #24163,Starbucks Corporation,Los Angeles,5929 W Sunset Blvd,"{'latitude': '34.0984', 'longitude': '-118.319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-09-27T00:00:00.000,
90027,Starbucks #55650,Starbucks Corporation,Los Angeles,4700 W Sunset Blvd,"{'latitude': '34.0978', 'longitude': '-118.2921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-09-27T00:00:00.000,
90015,Starbucks Coffee Company # 10939,Starbucks Corporation,Los Angeles,1111 S Grand Avenue,"{'latitude': '34.0414', 'longitude': '-118.2621'}",2006-08-18T00:00:00.000,
91325,Starbucks Coffee #48677,Starbucks Corporation,Northridge,9900   Balboa Blvd,"{'latitude': '34.2506', 'longitude': '-118.502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-12-20T00:00:00.000,
91303,,Starbucks Corporation,Canoga Park,7050   Topanga Canyon Blvd,"{'latitude': '34.1986', 'longitude': '-118.6055'}",2017-05-11T00:00:00.000,
90501,Starbucks Coffee #5738,Starbucks Corporation,,11155 Santa Monica Blvd,"{'latitude': '0.0', 'longitude': '0.0'}",2000-04-22T00:00:00.000,
91402,Starbucks Coffee #56002,Starbucks Corporation,Panorama City,14640   Roscoe Blvd,"{'latitude': '34.221', 'longitude': '-118.4511'}",2019-06-27T00:00:00.000,
90057,Starbucks Coffee Company # 50498,Starbucks Corporation,Los Angeles,230 S Alvarado Street,"{'latitude': '34.0631', 'longitude': '-118.2722'}",2018-11-15T00:00:00.000,
91601,Starbucks Coffee #5642,Starbucks Corporation,N Hollywood,5166 Lankershim Blvd,"{'latitude': '34.1643', 'longitude': '-118.3743'}",1998-10-24T00:00:00.000,
91604,Alfred Coffee Studio City,Ventura Place Coffee Company,Studio City,12077   Ventura Place,"{'latitude': '34.145', 'longitude': '-118.395'}",2016-09-12T00:00:00.000,
90049,Alfred Coffee Brentwood,San Vicente Coffee Company,Los Angeles,11908 San Vicente Blvd,"{'latitude': '34.0525', 'longitude': '-118.4702'}",2015-02-24T00:00:00.000,
90010,Alfred Coffee Koreatown,Wilshire Blvd Coffee Company,Los Angeles,3515   Wilshire Blvd,"{'latitude': '34.0621', 'longitude': '-118.301'}",2018-08-01T00:00:00.000,
90026,Alfred Coffee Silverake,Silverlake Coffee Company,Los Angeles,3337 W Sunset Blvd Unit #1/2,"{'latitude': '34.087', 'longitude': '-118.2755'}",2015-08-01T00:00:00.000,
90069,Alfred Coffee & Kitchen,Melrose Place Coffee Company,Los Angeles,8428 Melrose Place Unit #A,"{'latitude': '34.0836', 'longitude': '-118.3742'}",2013-01-23T00:00:00.000,
90027,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,2066   Hillhurst Avenue,"{'latitude': '34.1095', 'longitude': '-118.2871'}",2016-12-01T00:00:00.000,
90067,Blue Bottle Coffee,Blue Bottle Coffee Inc,Century City,10250   Santa Monica Blvd   #1765,"{'latitude': '34.06', 'longitude': '-118.4198'}",2018-06-06T00:00:00.000,
90049,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,13050   San Vicente Blvd   Suite #108,"{'latitude': '34.0482', 'longitude': '-118.4911'}",2017-03-23T00:00:00.000,
90013,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,300 S Broadway     #30012,"{'latitude': '34.0506', 'longitude': '-118.2479'}",2016-12-01T00:00:00.000,
90046,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,830 N Fairfax Avenue   Building #A,"{'latitude': '34.0863', 'longitude': '-118.3611'}",2017-03-23T00:00:00.000,
91364,Blue Bottle Coffee,Blue Bottle Coffee Inc,Woodland Hills,20929   Ventura Blvd,"{'latitude': '34.1672', 'longitude': '-118.5894'}",2019-03-03T00:00:00.000,
90048,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,8301 Beverly Blvd,"{'latitude': '34.076', 'longitude': '-118.37'}",2014-12-01T00:00:00.000,
90094,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,12015   Waterfront Drive   Suite #A,"{'latitude': '33.983', 'longitude': '-118.4047'}",2017-03-23T00:00:00.000,
90048,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,116 N Robertson Blvd   Plaza #B,"{'latitude': '34.076', 'longitude': '-118.3832'}",2017-03-23T00:00:00.000,
90013,Blue Bottle Coffee,Blue Bottle Coffee Inc,Los Angeles,582   Mateo Street,"{'latitude': '34.0389', 'longitude': '-118.2325'}",2016-06-29T00:00:00.000,
90291,Blue Bottle Coffee,Blue Bottle Coffee Inc,Venice,1103 Abbot Kinney Blvd Unit #1,"{'latitude': '33.9918', 'longitude': '-118.4706'}",2014-04-15T00:00:00.000,
91303,Peets Coffee Topanga Mall,Consol Topanga 1058G Llc,Canoga Park,6600 Topanga Canyon Blvd #1058G,"{'latitude': '34.1898', 'longitude': '-118.6058'}",2015-11-23T00:00:00.000,
91367,Peets Coffee Topanga Village,Mcs Consolidated Group Inc,Woodland Hills,6250 Topanga Canyon Blvd Suite #1593,"{'latitude': '34.1838', 'longitude': '-118.6058'}",2015-10-06T00:00:00.000,
90034,Coffee Commissary,"Commissary, Llc",Los Angeles,3425 Motor Avenue Building #101,"{'latitude': '34.0273', 'longitude': '-118.4092'}",2015-02-01T00:00:00.000,
90014,Cognoscenti Coffee,"Cogdtla, Llc",Los Angeles,888 S Olive Street Unit #2,"{'latitude': '34.0439', 'longitude': '-118.258'}",2015-05-14T00:00:00.000,
90015,Cognoscenti Coffee,"Cogdtla, Llc",Los Angeles,1118   San Julian Street,"{'latitude': '0.0', 'longitude': '0.0'}",2016-09-25T00:00:00.000,
90012,Endorffeine,Endorffeine Llc,Los Angeles,727 N Broadway Suite #127,"{'latitude': '34.0608', 'longitude': '-118.239'}",2015-08-01T00:00:00.000,
90042,"G&B Coffee, Llc","G&B Coffee, Llc",Los Angeles,5619 N Figueroa Street,"{'latitude': '34.1093', 'longitude': '-118.1938'}",2017-05-17T00:00:00.000,
90042,Go Get Em Tiger,"Gget Highland Park, Llc",Los Angeles,5916 N Figueroa Street,"{'latitude': '34.1105', 'longitude': '-118.1902'}",2018-07-01T00:00:00.000,
90004,Go Get Em Tiger,Gget Larchmont Llc,Los Angeles,230 N Larchmont Blvd,"{'latitude': '34.075', 'longitude': '-118.3236'}",2013-06-20T00:00:00.000,
90027,Go Get Em Tiger,Gget Los Feliz Llc,Los Angeles,4630   Hollywood Blvd,"{'latitude': '34.0999', 'longitude': '-118.2903'}",2016-05-30T00:00:00.000,
90021,Go Get Em Tiger,Gget Dtla Llc,Los Angeles,767 S Alameda Street   Suite #184,"{'latitude': '34.0307', 'longitude': '-118.242'}",2018-09-01T00:00:00.000,
90021,Paramount Coffee Project,Paramount Coffee Project Usa Inc,Los Angeles,1320 E 7Th Street   Suite #100,"{'latitude': '34.0307', 'longitude': '-118.242'}",2018-05-02T00:00:00.000,
90028,Rubies And Diamonds,"Elieme, Llc",Los Angeles,6115 W Sunset Blvd   #150,"{'latitude': '34.1006', 'longitude': '-118.3276'}",2015-06-01T00:00:00.000,
90048,Verve Coffee Roasters,Ryan Odonovan / Colby Barr,Los Angeles,8051 W 3Rd Street,"{'latitude': '34.0721', 'longitude': '-118.3648'}",2015-10-02T00:00:00.000,
90013,Verve Coffee Roasters,Vcr Cafes Llc,Los Angeles,500   Mateo Street   Suite #102,"{'latitude': '34.0415', 'longitude': '-118.2326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-07-16T00:00:00.000,
90041,Found Coffee,"Found Coffee, Inc.",Los Angeles,1355 Colorado Blvd,"{'latitude': '34.1395', 'longitude': '-118.1945'}",2015-01-21T00:00:00.000,
90066,The Boy & The Bear - Coffee Roastery,Cafefika International Us,Los Angeles,12712 W Washington Blvd,"{'latitude': '33.9966', 'longitude': '-118.435'}",2018-02-05T00:00:00.000,
90041,Hilltop Coffee + Kitchen,Hilltop Eagle Rock Llc,Los Angeles,4427   Eagle Rock Blvd,"{'latitude': '34.1252', 'longitude': '-118.2203'}",2019-06-01T00:00:00.000,
90057,Tactile Coffee,Tactile Coffee,Los Angeles,3109   Beverly Blvd,"{'latitude': '34.0722', 'longitude': '-118.2823'}",2016-02-01T00:00:00.000,
90071,Nossa Familia Coffee,Brazilian Specialty Coffee Llc,Los Angeles,601 W 5Th Street   Lobby #110,"{'latitude': '34.0507', 'longitude': '-118.2539'}",2017-07-01T00:00:00.000,
90026,Tierra Mia Coffee Company,Tierra Mia Coffee Company,Los Angeles,1202 N Alvarado Street #A,"{'latitude': '34.0781', 'longitude': '-118.2631'}",2013-04-01T00:00:00.000,
90031,Tierra Mia Coffee Company,Tierra Mia Coffee Company,Los Angeles,2108 N Broadway,"{'latitude': '34.073', 'longitude': '-118.2185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2019-09-01T00:00:00.000,
